,0
0,0.22958516
1,0.40305436
2,0.2788193
3,0.28890586
4,0.3290084
5,0.22813562
6,0.44908786
7,0.22261237
8,0.27506816
9,0.5530471
10,0.36559707
11,0.40131405
12,0.43150574
13,0.38798383
14,0.4417819
15,0.35200447
16,0.36532676
17,0.32892603
18,0.42120987
19,0.3106826
20,0.30385673
21,0.39666438
22,0.5145613
23,0.3530206
